OID_,Class,Order_,Family,Genus,Species,Subspecies,Longitude,Latitude,Locality,Country,Year,Season_Month,Habitat,Sampling_Area,Sampling_Area_unit,Density,Density_unit,Sampling_Method,Method_info,land_type,scientificName
667,Mammalia,Rodentia,Sciuridae,Prosciurillus,rosenbergi,,125.540000000000006,3.540000000000000,Sangihe Island,Indonesia,1998-1999,October 1998 - 28 February 1999,Secondary tropical forest,NA,NA,50.500000000000000,ind/km2,Distance_sampling,Variable circular plot surveys and DISTANCE analysis,big island,Prosciurillus rosenbergi
668,Mammalia,Rodentia,Sciuridae,Prosciurillus,rosenbergi,,125.540000000000006,3.540000000000000,Sangihe Island,Indonesia,1998-1999,October 1998 - 28 February 1999,Primary tropical forest,NA,NA,184.099999999999994,ind/km2,Distance_sampling,Variable circular plot surveys and DISTANCE analysis,big island,Prosciurillus rosenbergi
669,Mammalia,Rodentia,Sciuridae,Ratufa,affinis,,114.000000000000000,0.000000000000000,Barito Ulu (Central Kalimantan),Indonesia,1996-1997,October 1996 - September 1997,Lowland dipterocarp forest,NA,NA,5.200000000000000,ind/km2,Distance_sampling,,big island,Ratufa affinis
670,Mammalia,Rodentia,Sciuridae,Sciurus,granatensis,,-79.837777000000003,9.163611100000001,,Panama,,,,NA,NA,500.000000000000000,ind/km2,,,big island,Sciurus granatensis
671,Mammalia,Rodentia,Sciuridae,Sciurus,granatensis,,-79.837777000000003,9.163611100000001,,Panama,,,,NA,NA,250.000000000000000,ind/km2,,,big island,Sciurus granatensis
672,Mammalia,Rodentia,Sciuridae,Sciurus,granatensis,,-79.837777000000003,9.163611100000001,,Panama,,,,0.1,km2,237.500000000000000,ind/km2,,,big island,Sciurus granatensis
673,Mammalia,Rodentia,Sciuridae,Sciurus,vulgaris,,-3.466000000000000,57.683000000000000,,United Kingdom,1979,,,0.174,km2,33.000000000000000,ind/km2,Mark_recapture,,big island,Sciurus vulgaris
674,Mammalia,Rodentia,Sciuridae,Sundasciurus,hippurus,,114.000000000000000,0.000000000000000,Barito Ulu (Central Kalimantan),Indonesia,1996-1997,October 1996 - September 1997,Lowland dipterocarp forest,NA,NA,0.500000000000000,ind/km2,Distance_sampling,,big island,Sundasciurus hippurus
675,Mammalia,Scandentia,Tupaiidae,Tupaia,glis,,100.200000000000003,5.417000000000000,,Malaysia,1973,June,,0.04,km2,200.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Tupaia glis
676,Mammalia,Scandentia,Tupaiidae,Tupaia,glis,,100.200000000000003,5.417000000000000,,Malaysia,1973,April,,0.04,km2,375.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Tupaia glis
677,Mammalia,Scandentia,Tupaiidae,Tupaia,glis,,100.250000000000000,5.350000000000000,,Malaysia,,,,0.04,km2,369.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Tupaia glis
678,Mammalia,Scandentia,Tupaiidae,Tupaia,glis,,100.250000000000000,5.350000000000000,,Malaysia,,,,0.04,km2,478.000000000000000,ind/km2,Trapping,Minimum number known to be alive,big island,Tupaia glis
